split,class_folder,class_id,scientific_name,common_name,venom_status,country,continent,uuid,source_member,destination_path
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,unknown,unknown,fdca32ebcbaa4082ac9758310156b4a7,train/18/fdca32ebcbaa4082ac9758310156b4a7.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\fdca32ebcbaa4082ac9758310156b4a7.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,efa02f43b8834eeb8574050f9022ca9a,train/18/efa02f43b8834eeb8574050f9022ca9a.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\efa02f43b8834eeb8574050f9022ca9a.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,1c5a3b2953c84d698fad8a40db91323e,train/18/1c5a3b2953c84d698fad8a40db91323e.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\1c5a3b2953c84d698fad8a40db91323e.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,a0b8f23f193e454596771659e8a59930,train/18/a0b8f23f193e454596771659e8a59930.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\a0b8f23f193e454596771659e8a59930.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,a363e618c13d4d96879be4db6ee33dfe,train/18/a363e618c13d4d96879be4db6ee33dfe.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\a363e618c13d4d96879be4db6ee33dfe.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,156e86f0ade54ebf84f4bd1257f877b5,train/18/156e86f0ade54ebf84f4bd1257f877b5.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\156e86f0ade54ebf84f4bd1257f877b5.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,unknown,unknown,41d1b86f45d54635bd9c73d6a5c28f01,train/18/41d1b86f45d54635bd9c73d6a5c28f01.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\41d1b86f45d54635bd9c73d6a5c28f01.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,f2cb3c572d914986a5c64dbc056fc0f7,train/18/f2cb3c572d914986a5c64dbc056fc0f7.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\f2cb3c572d914986a5c64dbc056fc0f7.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,e6035b77c27747b595c4fe3ab59f6c95,train/18/e6035b77c27747b595c4fe3ab59f6c95.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\e6035b77c27747b595c4fe3ab59f6c95.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,f915f5859bb74e6fb3d0199e8190d9ee,train/18/f915f5859bb74e6fb3d0199e8190d9ee.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\f915f5859bb74e6fb3d0199e8190d9ee.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,8e493f0add0e4f02b0637cc6b0a0870f,train/18/8e493f0add0e4f02b0637cc6b0a0870f.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\8e493f0add0e4f02b0637cc6b0a0870f.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,33f9decf28b84650a1fede78a986931b,train/18/33f9decf28b84650a1fede78a986931b.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\33f9decf28b84650a1fede78a986931b.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,9ef2d6a0d43149e690eccb51d5226059,train/18/9ef2d6a0d43149e690eccb51d5226059.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\9ef2d6a0d43149e690eccb51d5226059.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,502c246931bb4e69b356f716bf29de5e,train/18/502c246931bb4e69b356f716bf29de5e.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\502c246931bb4e69b356f716bf29de5e.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,e213ac7d12384e93a73ac66fbc035b60,train/18/e213ac7d12384e93a73ac66fbc035b60.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\e213ac7d12384e93a73ac66fbc035b60.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,9adda36be541445dbc1796a748656dcf,train/18/9adda36be541445dbc1796a748656dcf.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\9adda36be541445dbc1796a748656dcf.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,79b550b75de044489d0ec20ab035b17e,train/18/79b550b75de044489d0ec20ab035b17e.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\79b550b75de044489d0ec20ab035b17e.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,f78de01d61a048538b9697ef2b28e38d,train/18/f78de01d61a048538b9697ef2b28e38d.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\f78de01d61a048538b9697ef2b28e38d.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,a7a9656a05da417f936d84389f173613,train/18/a7a9656a05da417f936d84389f173613.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\a7a9656a05da417f936d84389f173613.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,278f0982f7ef4328a38c4fcf0db87375,train/18/278f0982f7ef4328a38c4fcf0db87375.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\278f0982f7ef4328a38c4fcf0db87375.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,8a41a9e3d9d44245a2065a5497b60860,train/18/8a41a9e3d9d44245a2065a5497b60860.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\8a41a9e3d9d44245a2065a5497b60860.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,4dd51fd33a2d4f03918a3e7b7357cb0b,train/18/4dd51fd33a2d4f03918a3e7b7357cb0b.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\4dd51fd33a2d4f03918a3e7b7357cb0b.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,c256b294b8a94ae8aa4fa74abb426da2,train/18/c256b294b8a94ae8aa4fa74abb426da2.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\c256b294b8a94ae8aa4fa74abb426da2.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,3439ef06248c483cbdeea1640094ca7e,train/18/3439ef06248c483cbdeea1640094ca7e.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\3439ef06248c483cbdeea1640094ca7e.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,22ded4a9c1cd41a69a3f41773a4690b3,train/18/22ded4a9c1cd41a69a3f41773a4690b3.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\22ded4a9c1cd41a69a3f41773a4690b3.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,bec7970d05564866b820476f80fc3034,train/18/bec7970d05564866b820476f80fc3034.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\bec7970d05564866b820476f80fc3034.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,44256320bff54d06b1e93b927454ed2a,train/18/44256320bff54d06b1e93b927454ed2a.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\44256320bff54d06b1e93b927454ed2a.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,e0d1ddcc685040358c1438b76a768c40,train/18/e0d1ddcc685040358c1438b76a768c40.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\e0d1ddcc685040358c1438b76a768c40.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,e10c99a58c2546dab2c0d998de1f7c1b,train/18/e10c99a58c2546dab2c0d998de1f7c1b.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\e10c99a58c2546dab2c0d998de1f7c1b.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,023c8459a45e41848cdbe543d94179c8,train/18/023c8459a45e41848cdbe543d94179c8.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\023c8459a45e41848cdbe543d94179c8.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,436e44b6a7874042b72c1a7bdc891321,train/18/436e44b6a7874042b72c1a7bdc891321.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\436e44b6a7874042b72c1a7bdc891321.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,a3bdcc8897b24e41925ba842875f08e0,train/18/a3bdcc8897b24e41925ba842875f08e0.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\a3bdcc8897b24e41925ba842875f08e0.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,81c914e8f00f4df89e94003d12f8f375,train/18/81c914e8f00f4df89e94003d12f8f375.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\81c914e8f00f4df89e94003d12f8f375.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,2c4a3d4442b74648a6eb2befed40fddc,train/18/2c4a3d4442b74648a6eb2befed40fddc.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\2c4a3d4442b74648a6eb2befed40fddc.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,unknown,unknown,12394b1fde7449a9b1263d44de8b4fbe,train/18/12394b1fde7449a9b1263d44de8b4fbe.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\12394b1fde7449a9b1263d44de8b4fbe.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,252501d93fdc4d998d3aae5a7f6931fa,train/18/252501d93fdc4d998d3aae5a7f6931fa.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\252501d93fdc4d998d3aae5a7f6931fa.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,c37792b5666941fd827a8d0702b4e20c,train/18/c37792b5666941fd827a8d0702b4e20c.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\c37792b5666941fd827a8d0702b4e20c.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,unknown,unknown,99ac3c513d3d4e9b821050903d985e56,train/18/99ac3c513d3d4e9b821050903d985e56.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\99ac3c513d3d4e9b821050903d985e56.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,d1cc8d7ed2b045b181e19cf6dcca5d2b,train/18/d1cc8d7ed2b045b181e19cf6dcca5d2b.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\d1cc8d7ed2b045b181e19cf6dcca5d2b.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,e44f720746a84085a673a0dbcebaf2e5,train/18/e44f720746a84085a673a0dbcebaf2e5.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\e44f720746a84085a673a0dbcebaf2e5.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,3ca82a33b84f4f04a86514626649ce9b,train/18/3ca82a33b84f4f04a86514626649ce9b.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\3ca82a33b84f4f04a86514626649ce9b.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,6321341e1c694c3e8dcca413b8446cd4,train/18/6321341e1c694c3e8dcca413b8446cd4.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\6321341e1c694c3e8dcca413b8446cd4.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,810252fbd1584c15a8fccc709c3c1ea8,train/18/810252fbd1584c15a8fccc709c3c1ea8.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\810252fbd1584c15a8fccc709c3c1ea8.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,e5c08c27f1c24e199f20370fd1ef5416,train/18/e5c08c27f1c24e199f20370fd1ef5416.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\e5c08c27f1c24e199f20370fd1ef5416.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,7869d6d9e583409592add690b980b4f0,train/18/7869d6d9e583409592add690b980b4f0.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\7869d6d9e583409592add690b980b4f0.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,dd29f4466fb542f785fea59ccb0db549,train/18/dd29f4466fb542f785fea59ccb0db549.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\dd29f4466fb542f785fea59ccb0db549.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,20fc8e4dc44c4007adbfeb5f0c1a1f33,train/18/20fc8e4dc44c4007adbfeb5f0c1a1f33.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\20fc8e4dc44c4007adbfeb5f0c1a1f33.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,bc78a5bc612b46729dbad02c4f25d3be,train/18/bc78a5bc612b46729dbad02c4f25d3be.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\bc78a5bc612b46729dbad02c4f25d3be.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,6ecb2ec105d54e258bed30ad75e636da,train/18/6ecb2ec105d54e258bed30ad75e636da.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\6ecb2ec105d54e258bed30ad75e636da.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,63afcee5392444a09acc6e039ceff500,train/18/63afcee5392444a09acc6e039ceff500.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\63afcee5392444a09acc6e039ceff500.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,a922f60b667b48e78ae68a87f6ee472e,train/18/a922f60b667b48e78ae68a87f6ee472e.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\a922f60b667b48e78ae68a87f6ee472e.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,58c7755310884ff5b6944e2cc1bc4ade,train/18/58c7755310884ff5b6944e2cc1bc4ade.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\58c7755310884ff5b6944e2cc1bc4ade.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,7601736f026c43559fb23f8a84547002,train/18/7601736f026c43559fb23f8a84547002.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\7601736f026c43559fb23f8a84547002.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,213caa4dcc9445e182e59549ca9bd70a,train/18/213caa4dcc9445e182e59549ca9bd70a.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\213caa4dcc9445e182e59549ca9bd70a.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,7f3a7e3a82d84131a2ea815dc11a9a34,train/18/7f3a7e3a82d84131a2ea815dc11a9a34.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\7f3a7e3a82d84131a2ea815dc11a9a34.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,5fa71f78738844db9d1c51f109f7ec41,train/18/5fa71f78738844db9d1c51f109f7ec41.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\5fa71f78738844db9d1c51f109f7ec41.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,27ef0dffbb9a4603b108cf8d1a63d144,train/18/27ef0dffbb9a4603b108cf8d1a63d144.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\27ef0dffbb9a4603b108cf8d1a63d144.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,969a9894479f44e88e4e9d892953b011,train/18/969a9894479f44e88e4e9d892953b011.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\969a9894479f44e88e4e9d892953b011.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,f9f36eb0b79e48e5b3e0cccd87879a03,train/18/f9f36eb0b79e48e5b3e0cccd87879a03.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\f9f36eb0b79e48e5b3e0cccd87879a03.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,ce37bec8441e4cb7a9917cbba263c8cc,train/18/ce37bec8441e4cb7a9917cbba263c8cc.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\ce37bec8441e4cb7a9917cbba263c8cc.jpg
train,018_Agkistrodon_contortrix,18,Agkistrodon contortrix,Copperhead,Venomous,United States of America,North America,a609fda7e6d149dfa8014f8631e41db2,train/18/a609fda7e6d149dfa8014f8631e41db2.jpg,data\active\Snake Species Pilot 51 Targeted B2 Confusion\train\018_Agkistrodon_contortrix\a609fda7e6d149dfa8014f8631e41db2.jpg
