"class_id","scientific_name","common_name","venom_status","poisonous","genus","family","snake_sub_family","countries","continents","known_country_count","train_count","test_count","total_data2_count","data1_sample_count","region_metadata_available","source_note"
"191","Crotalus triseriatus","Mexican dusky rattlesnake","Venomous","1","Crotalus","Viperidae","Crotalus triseriatus","Mexico | unknown","North America | South America | unknown","1","189","22","211","189","yes","DATA_1 metadata + DATA_2 train/test metadata"
"215","Dendrelaphis pictus","Painted bronzeback","Non Venomous","0","Dendrelaphis","Colubridae","Dendrelaphis pictus","Bangladesh | Cambodia | China | India | Indonesia | Laos | Malaysia | Singapore | Thailand | Vietnam | unknown","Asia | unknown","10","183","28","211","183","yes","DATA_1 metadata + DATA_2 train/test metadata"
"363","Lampropeltis triangulum","Milk snake","Non Venomous","0","Lampropeltis","Colubridae","Lampropeltis triangulum","Canada | Netherlands | United States of America | unknown","Europe | North America | unknown","3","190","21","211","190","yes","DATA_1 metadata + DATA_2 train/test metadata"
"373","Leptodeira annulata","Banded cat-eyed snake","Non Venomous","0","Leptodeira","Colubridae","Leptodeira annulata","Argentina | Bolivia | Brazil | Colombia | Costa Rica | Ecuador | El Salvador | French Guiana | Guatemala | Guyana | Mexico | Panama | Peru | Suriname | Trinidad and Tobago | Venezuela | unknown","North America | South America | unknown","16","186","25","211","186","yes","DATA_1 metadata + DATA_2 train/test metadata"
"188","Crotalus stephensi","Panamint rattlesnake","Venomous","1","Crotalus","Viperidae","Crotalus stephensi","United States of America | unknown","North America | unknown","1","189","21","210","189","yes","DATA_1 metadata + DATA_2 train/test metadata"
"216","Dendrelaphis punctulatus","Common tree snake","Non Venomous","0","Dendrelaphis","Colubridae","Dendrelaphis punctulatus","Australia | Papua New Guinea | unknown","Australia | Oceania | unknown","2","184","26","210","184","yes","DATA_1 metadata + DATA_2 train/test metadata"
"226","Diadophis punctatus","Ring-necked snake","Non Venomous","0","Diadophis","Colubridae","Diadophis punctatus","Canada | Mexico | United States of America | unknown","North America | unknown","3","188","22","210","188","yes","DATA_1 metadata + DATA_2 train/test metadata"
"560","Protobothrops mucrosquamatus","unknown","Venomous","1","Protobothrops","Viperidae","Protobothrops mucrosquamatus","China | Hong Kong S.A.R. | Japan | Taiwan | Vietnam | unknown","Asia | unknown","5","185","25","210","185","yes","DATA_1 metadata + DATA_2 train/test metadata"
"576","Pseudechis australis","unknown","Venomous","1","Pseudechis","Elapidae","Pseudechis australis","Australia | unknown","Australia | Oceania | unknown","1","190","20","210","190","yes","DATA_1 metadata + DATA_2 train/test metadata"
"135","Chrysopelea ornata","Golden tree snake","Non Venomous","0","Chrysopelea","Colubridae","Chrysopelea ornata","Burma | Cambodia | China | India | Laos | Malaysia | Sri Lanka | Thailand | Vietnam | unknown","Asia | unknown","9","183","26","209","183","yes","DATA_1 metadata + DATA_2 train/test metadata"
"368","Laticauda colubrina","Yellow-lipped sea krait","Venomous","1","Laticauda","Elapidae","Laticauda colubrina","Fiji | India | Indonesia | Malaysia | Palau | Papua New Guinea | Philippines | Tonga | Vanuatu | unknown","Asia | Australia | Oceania | unknown","9","186","23","209","186","yes","DATA_1 metadata + DATA_2 train/test metadata"
"54","Bitis arietans","Puff adder","Venomous","1","Bitis","Viperidae","Bitis arietans","Angola | Benin | Botswana | Burundi | Ivory Coast | Kenya | Mali | Morocco | Mozambique | Namibia | Nigeria | Oman | Rwanda | Saudi Arabia | South Africa | South Sudan | Spain | Sudan | Swaziland | Tanzania | United Kingdom | United States of America | Zambia | Zimbabwe | unknown","Africa | Asia | Europe | North America | unknown","24","183","25","208","183","yes","DATA_1 metadata + DATA_2 train/test metadata"
"162","Coronella girondica","Southern smooth snake","Non Venomous","0","Coronella","Colubridae","Coronella girondica","Algeria | France | Italy | Portugal | Spain | unknown","Africa | Europe | unknown","5","184","24","208","184","yes","DATA_1 metadata + DATA_2 train/test metadata"
"186","Crotalus scutulatus","Mohave rattlesnake","Venomous","1","Crotalus","Viperidae","Crotalus scutulatus","Mexico | United States of America | unknown","North America | South America | unknown","2","184","24","208","184","yes","DATA_1 metadata + DATA_2 train/test metadata"
"195","Crotaphopeltis hotamboeia","Herald snake","Non Venomous","0","Crotaphopeltis","Colubridae","Crotaphopeltis hotamboeia","Angola | Benin | Democratic Republic of the Congo | Ethiopia | Gambia | Ghana | Kenya | Malawi | Mozambique | Nigeria | Rwanda | South Africa | South Sudan | Swaziland | Tanzania | Uganda | Zambia | Zimbabwe | unknown","Africa | unknown","18","183","25","208","183","yes","DATA_1 metadata + DATA_2 train/test metadata"
"302","Gonyosoma oxycephalum","Red-tailed green ratsnake","Non Venomous","0","Gonyosoma","Colubridae","Gonyosoma oxycephalum","Canada | France | Germany | Indonesia | Laos | Malaysia | Norway | Philippines | Singapore | Switzerland | Thailand | United Kingdom | United States of America | unknown","Asia | Europe | North America | unknown","13","181","27","208","181","yes","DATA_1 metadata + DATA_2 train/test metadata"
"18","Agkistrodon contortrix","Copperhead","Venomous","1","Agkistrodon","Viperidae","Agkistrodon contortrix","United States of America | unknown","North America | unknown","1","180","27","207","180","yes","DATA_1 metadata + DATA_2 train/test metadata"
"180","Crotalus ornatus","Eastern ornate box turtle","Venomous","1","Crotalus","Viperidae","Crotalus ornatus","Mexico | United States of America | unknown","North America | South America | unknown","2","179","28","207","179","yes","DATA_1 metadata + DATA_2 train/test metadata"
"652","Sistrurus miliarius","unknown","Venomous","1","Sistrurus","Viperidae","Sistrurus miliarius","United States of America | unknown","North America | unknown","1","179","28","207","179","yes","DATA_1 metadata + DATA_2 train/test metadata"
"263","Epicrates cenchria","Rainbow boa","Non Venomous","0","Epicrates","Boidae","Epicrates cenchria","Argentina | Belgium | Bolivia | Brazil | Colombia | Ecuador | French Guiana | Peru | Suriname | United Kingdom | United States of America | unknown","Europe | North America | South America | unknown","11","184","22","206","184","yes","DATA_1 metadata + DATA_2 train/test metadata"
"383","Leptophis diplotropis","Pacific coast parrot snake","Non Venomous","0","Leptophis","Colubridae","Leptophis diplotropis","Ecuador | Mexico | unknown","North America | South America | unknown","2","192","14","206","192","yes","DATA_1 metadata + DATA_2 train/test metadata"
"457","Naja atra","Chinese cobra","Venomous","1","Naja","Elapidae","Naja atra","China | Hong Kong | Hong Kong S.A.R. | Macau S.A.R | Taiwan | Vietnam | unknown","Asia | unknown","6","180","26","206","180","yes","DATA_1 metadata + DATA_2 train/test metadata"
"497","Ophiophagus hannah","King cobra","Venomous","1","Ophiophagus","Elapidae","Ophiophagus hannah","Bhutan | China | Hong Kong | Hong Kong S.A.R. | India | Indonesia | Malaysia | Singapore | Spain | Thailand | United Kingdom | United States of America | Vietnam | unknown","Asia | Europe | North America | unknown","13","179","27","206","179","yes","DATA_1 metadata + DATA_2 train/test metadata"
"185","Crotalus ruber","Red diamond rattlesnake","Venomous","1","Crotalus","Viperidae","Crotalus ruber","Mexico | United States of America | unknown","North America | South America | unknown","2","176","29","205","176","yes","DATA_1 metadata + DATA_2 train/test metadata"
"546","Pituophis deppei","unknown","Non Venomous","0","Pituophis","Colubridae","Pituophis deppei","Mexico | unknown","North America | South America | unknown","1","183","22","205","183","yes","DATA_1 metadata + DATA_2 train/test metadata"
"678","Tantilla planiceps","unknown","Non Venomous","0","Tantilla","Colubridae","Tantilla planiceps","Mexico | United States of America | unknown","North America | South America | unknown","2","181","24","205","181","yes","DATA_1 metadata + DATA_2 train/test metadata"
"168","Crotalus cerastes","Sidewinder","Venomous","1","Crotalus","Viperidae","Crotalus cerastes","Mexico | United States of America | unknown","North America | South America | unknown","2","186","18","204","186","yes","DATA_1 metadata + DATA_2 train/test metadata"
"39","Arizona elegans","Glossy snake","Non Venomous","0","Arizona","Colubridae","Arizona elegans","Mexico | United States of America | unknown","North America | unknown","2","181","22","203","181","yes","DATA_1 metadata + DATA_2 train/test metadata"
"165","Crotalus atrox","Western diamondback rattlesnake","Venomous","1","Crotalus","Viperidae","Crotalus atrox","Mexico | Netherlands | United States of America | unknown","Europe | North America | South America | unknown","3","183","20","203","183","yes","DATA_1 metadata + DATA_2 train/test metadata"
"177","Crotalus molossus","Black-tailed rattlesnake","Venomous","1","Crotalus","Viperidae","Crotalus molossus","Mexico | Spain | United States of America | unknown","Europe | North America | South America | unknown","3","177","26","203","177","yes","DATA_1 metadata + DATA_2 train/test metadata"
"740","Tropidolaemus subannulatus","unknown","Venomous","1","Tropidolaemus","Viperidae","Tropidolaemus subannulatus","Brunei | Indonesia | Malaysia | Philippines | Thailand | unknown","Asia | unknown","5","178","25","203","178","yes","DATA_1 metadata + DATA_2 train/test metadata"
"140","Clonophis kirtlandii","Kirtland's snake","Non Venomous","0","Clonophis","Colubridae","Clonophis kirtlandii","United States of America | unknown","North America | unknown","1","175","27","202","175","yes","DATA_1 metadata + DATA_2 train/test metadata"
"169","Crotalus cerberus","Arizona black rattlesnake","Venomous","1","Crotalus","Viperidae","Crotalus cerberus","United States of America | unknown","North America | unknown","1","177","25","202","177","yes","DATA_1 metadata + DATA_2 train/test metadata"
"441","Micrurus fulvius","Eastern coral snake","Venomous","1","Micrurus","Elapidae","Micrurus fulvius","United States of America | unknown","North America | unknown","1","178","24","202","178","yes","DATA_1 metadata + DATA_2 train/test metadata"
"590","Pseudonaja textilis","unknown","Venomous","1","Pseudonaja","Elapidae","Pseudonaja textilis","Australia | unknown","Australia | Oceania | unknown","1","177","25","202","177","yes","DATA_1 metadata + DATA_2 train/test metadata"
"634","Senticolis triaspis","unknown","Non Venomous","0","Senticolis","Colubridae","Senticolis triaspis","Costa Rica | Honduras | Mexico | Nicaragua | United States of America | unknown","North America | South America | unknown","5","182","20","202","182","yes","DATA_1 metadata + DATA_2 train/test metadata"
"384","Leptophis mexicanus","Mexican parrot snake","Non Venomous","0","Leptophis","Colubridae","Leptophis mexicanus","Belize | Costa Rica | El Salvador | Guatemala | Honduras | Mexico | unknown","North America | South America | unknown","6","178","23","201","178","yes","DATA_1 metadata + DATA_2 train/test metadata"
"515","Oxyuranus scutellatus","unknown","Venomous","1","Oxyuranus","Elapidae","Oxyuranus scutellatus","Australia | Switzerland | unknown","Australia | Europe | unknown","2","178","23","201","178","yes","DATA_1 metadata + DATA_2 train/test metadata"
"686","Thamnophis atratus","unknown","Non Venomous","0","Thamnophis","Colubridae","Thamnophis atratus","United States of America | unknown","North America | unknown","1","175","26","201","175","yes","DATA_1 metadata + DATA_2 train/test metadata"
"110","Carphophis amoenus","Worm snake","Non Venomous","0","Carphophis","Colubridae","Carphophis amoenus","United States of America | unknown","North America | unknown","1","175","25","200","175","yes","DATA_1 metadata + DATA_2 train/test metadata"
"238","Drymarchon couperi","Eastern indigo snake","Non Venomous","0","Drymarchon","Colubridae","Drymarchon couperi","United States of America | unknown","North America | unknown","1","175","25","200","175","yes","DATA_1 metadata + DATA_2 train/test metadata"
"352","Lampropeltis getula","Common kingsnake","Non Venomous","0","Lampropeltis","Colubridae","Lampropeltis getula","United States of America | unknown","North America | unknown","1","180","20","200","180","yes","DATA_1 metadata + DATA_2 train/test metadata"
"381","Leptophis ahaetulla","Parrot snake","Non Venomous","0","Leptophis","Colubridae","Leptophis ahaetulla","Argentina | Belize | Bolivia | Brazil | Colombia | Costa Rica | Ecuador | French Guiana | Guatemala | Honduras | Mexico | Panama | Paraguay | Peru | Suriname | unknown","North America | South America | unknown","15","173","27","200","173","yes","DATA_1 metadata + DATA_2 train/test metadata"
"544","Phyllorhynchus decurtatus","unknown","Non Venomous","0","Phyllorhynchus","Colubridae","Phyllorhynchus decurtatus","Mexico | United States of America | unknown","North America | South America | unknown","2","176","24","200","176","yes","DATA_1 metadata + DATA_2 train/test metadata"
"609","Regina septemvittata","unknown","Non Venomous","0","Regina","Colubridae","Regina septemvittata","Canada | United States of America | unknown","North America | unknown","2","177","23","200","177","yes","DATA_1 metadata + DATA_2 train/test metadata"
"619","Rhadinaea flavilata","unknown","Non Venomous","0","Rhadinaea","Colubridae","Rhadinaea flavilata","United States of America | unknown","North America | unknown","1","180","20","200","180","yes","DATA_1 metadata + DATA_2 train/test metadata"
"623","Rhinocheilus lecontei","unknown","Non Venomous","0","Rhinocheilus","Colubridae","Rhinocheilus lecontei","Mexico | United Kingdom | United States of America | unknown","Europe | North America | South America | unknown","3","174","26","200","174","yes","DATA_1 metadata + DATA_2 train/test metadata"
"675","Tantilla hobartsmithi","unknown","Non Venomous","0","Tantilla","Colubridae","Tantilla hobartsmithi","Mexico | United States of America | unknown","North America | unknown","2","175","24","199","175","yes","DATA_1 metadata + DATA_2 train/test metadata"
"99","Bungarus multicinctus","Many-banded krait","Venomous","1","Bungarus","Elapidae","Bungarus multicinctus","China | Hong Kong | Hong Kong S.A.R. | Taiwan | Vietnam | unknown","Asia | unknown","5","168","30","198","168","yes","DATA_1 metadata + DATA_2 train/test metadata"
"427","Masticophis lateralis","Striped racer","Non Venomous","0","Masticophis","Colubridae","Masticophis lateralis","Mexico | United States of America | unknown","North America | South America | unknown","2","176","22","198","176","yes","DATA_1 metadata + DATA_2 train/test metadata"
"495","Opheodrys aestivus","Rough green snake","Non Venomous","0","Opheodrys","Colubridae","Opheodrys aestivus","Mexico | United States of America | unknown","North America | South America | unknown","2","172","26","198","172","yes","DATA_1 metadata + DATA_2 train/test metadata"
"738","Tropidoclonion lineatum","unknown","Non Venomous","0","Tropidoclonion","Colubridae","Tropidoclonion lineatum","United States of America | unknown","North America | unknown","1","173","25","198","173","yes","DATA_1 metadata + DATA_2 train/test metadata"
"751","Vipera seoanei","unknown","Venomous","1","Vipera","Viperidae","Vipera seoanei","Portugal | Spain | unknown","Europe | unknown","2","173","25","198","173","yes","DATA_1 metadata + DATA_2 train/test metadata"
"507","Oxybelis aeneus","Mexican vine snake","Non Venomous","0","Oxybelis","Colubridae","Oxybelis aeneus","Belize | Bolivia | Brazil | Colombia | Costa Rica | Ecuador | French Guiana | Guatemala | Honduras | Mexico | Nicaragua | Panama | Trinidad and Tobago | United States of America | unknown","North America | South America | unknown","14","170","27","197","170","yes","DATA_1 metadata + DATA_2 train/test metadata"
"691","Thamnophis cyrtopsis","unknown","Non Venomous","0","Thamnophis","Colubridae","Thamnophis cyrtopsis","Mexico | United States of America | unknown","North America | South America | unknown","2","177","20","197","177","yes","DATA_1 metadata + DATA_2 train/test metadata"
"193","Crotalus viridis","Prairie rattlesnake","Venomous","1","Crotalus","Viperidae","Crotalus viridis","Canada | Mexico | United States of America | unknown","North America | unknown","3","178","17","195","178","yes","DATA_1 metadata + DATA_2 train/test metadata"
"545","Pituophis catenifer","unknown","Non Venomous","0","Pituophis","Colubridae","Pituophis catenifer","Canada | Mexico | United States of America | unknown","North America | South America | unknown","3","177","18","195","177","yes","DATA_1 metadata + DATA_2 train/test metadata"
"474","Nerodia cyclopion","Green water snake","Non Venomous","0","Nerodia","Colubridae","Nerodia cyclopion","United States of America | unknown","North America | unknown","1","172","22","194","172","yes","DATA_1 metadata + DATA_2 train/test metadata"
"616","Rhabdophis subminiatus","unknown","Venomous","1","Rhabdophis","Colubridae","Rhabdophis subminiatus","Bangladesh | Bhutan | Burma | China | Hong Kong | Hong Kong S.A.R. | India | Indonesia | Laos | Thailand | Vietnam | unknown","Asia | unknown","11","167","26","193","167","yes","DATA_1 metadata + DATA_2 train/test metadata"
"755","Virginia valeriae","unknown","Non Venomous","0","Virginia","Colubridae","Virginia valeriae","United States of America | unknown","North America | unknown","1","167","26","193","167","yes","DATA_1 metadata + DATA_2 train/test metadata"
"319","Heterodon nasicus","Western hog-nosed snake","Non Venomous","0","Heterodon","Colubridae","Heterodon nasicus","United Kingdom | United States of America | unknown","Europe | North America | unknown","2","167","25","192","167","yes","DATA_1 metadata + DATA_2 train/test metadata"
"396","Lycodon capucinus","Common wolf snake","Non Venomous","0","Lycodon","Colubridae","Lycodon capucinus","Bangladesh | East Timor | France | Hong Kong S.A.R. | India | Indonesia | Malaysia | Mauritius | Philippines | Singapore | Thailand | Vietnam | unknown","Africa | Asia | Europe | unknown","12","171","21","192","171","yes","DATA_1 metadata + DATA_2 train/test metadata"
"605","Python regius","unknown","Non Venomous","0","Python","Pythonidae","Python regius","Benin | Canada | France | Germany | Italy | Nigeria | Norway | Spain | United Kingdom | United States of America | unknown","Africa | Europe | North America | unknown","10","169","23","192","169","yes","DATA_1 metadata + DATA_2 train/test metadata"
"656","Spilotes pullatus","unknown","Non Venomous","0","Spilotes","Colubridae","Spilotes pullatus","Argentina | Belize | Bolivia | Brazil | Colombia | Costa Rica | Ecuador | El Salvador | France | French Guiana | Guatemala | Guyana | Honduras | Hungary | Mexico | Nicaragua | Panama | Paraguay | Peru | Trinidad and Tobago | Venezuela | unknown","Europe | North America | South America | unknown","21","164","28","192","164","yes","DATA_1 metadata + DATA_2 train/test metadata"
"422","Malpolon monspessulanus","Montpellier snake","Venomous","1","Malpolon","Lamprophiidae","Malpolon monspessulanus","Algeria | France | Italy | Morocco | Portugal | Spain | unknown","Africa | Europe | unknown","6","171","20","191","171","yes","DATA_1 metadata + DATA_2 train/test metadata"
"628","Salvadora grahamiae","unknown","Non Venomous","0","Salvadora","Colubridae","Salvadora grahamiae","Mexico | United States of America | unknown","North America | South America | unknown","2","165","26","191","165","yes","DATA_1 metadata + DATA_2 train/test metadata"
"690","Thamnophis couchii","unknown","Non Venomous","0","Thamnophis","Colubridae","Thamnophis couchii","United States of America | unknown","North America | unknown","1","171","20","191","171","yes","DATA_1 metadata + DATA_2 train/test metadata"
"335","Hypsiglena torquata","Night snake","Non Venomous","0","Hypsiglena","Colubridae","Hypsiglena torquata","Colombia | Japan | Mexico | United States of America | Venezuela | unknown","Asia | North America | South America | unknown","5","172","18","190","172","yes","DATA_1 metadata + DATA_2 train/test metadata"
"348","Lampropeltis calligaster","Prairie kingsnake","Non Venomous","0","Lampropeltis","Colubridae","Lampropeltis calligaster","United States of America | unknown","North America | unknown","1","170","20","190","170","yes","DATA_1 metadata + DATA_2 train/test metadata"
"603","Python molurus","unknown","Non Venomous","0","Python","Pythonidae","Python molurus","Argentina | France | Germany | Hong Kong S.A.R. | India | Netherlands | Spain | Sri Lanka | Switzerland | Thailand | United Kingdom | United States of America | unknown","Asia | Europe | North America | South America | unknown","12","168","22","190","168","yes","DATA_1 metadata + DATA_2 train/test metadata"
"758","Xenochrophis piscator","unknown","Non Venomous","0","Xenochrophis","Colubridae","Xenochrophis piscator","Bangladesh | Bhutan | Cambodia | Hong Kong | Hong Kong S.A.R. | India | Indonesia | Pakistan | Sri Lanka | Taiwan | Thailand | Vietnam | unknown","Asia | unknown","12","165","25","190","165","yes","DATA_1 metadata + DATA_2 train/test metadata"
"698","Thamnophis ordinoides","unknown","Non Venomous","0","Thamnophis","Colubridae","Thamnophis ordinoides","Canada | United States of America | unknown","North America | unknown","2","171","18","189","171","yes","DATA_1 metadata + DATA_2 train/test metadata"
