split,class_folder,image_path,source_path,scientific_name,common_name,venom_status,country,continent,source,doi,license
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait25.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait25.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait26.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait26.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait27.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait27.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait28.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait28.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait29.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait29.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait3.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait3.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait30.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait30.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait31.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait31.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait32.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait32.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\train\001_Bungarus_caeruleus\Ckrait33.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait33.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\val\001_Bungarus_caeruleus\Ckrait34.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait34.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\val\001_Bungarus_caeruleus\Ckrait4.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait4.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\val\001_Bungarus_caeruleus\Ckrait5.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait5.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\val\001_Bungarus_caeruleus\Ckrait6.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait6.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\val\001_Bungarus_caeruleus\Ckrait7.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait7.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\val\001_Bungarus_caeruleus\Ckrait8.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait8.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\val\001_Bungarus_caeruleus\Ckrait9.jpg,data\raw\bangladeshi_venomous_snakes\train\common_krait\Ckrait9.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait35.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait35.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait36.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait36.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait37.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait37.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait38.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait38.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait39.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait39.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait40.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait40.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait41.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait41.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait42.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait42.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait43.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait43.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait44.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait44.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait45.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait45.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait46.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait46.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait47.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait47.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait48.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait48.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
test,001_Bungarus_caeruleus,data\active\Bangladeshi Venomous Snakes Species 3\test\001_Bungarus_caeruleus\Ckrait49.jpg,data\raw\bangladeshi_venomous_snakes\test\common_krait\Ckrait49.jpg,Bungarus caeruleus,Common krait,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra0.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra0.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra1.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra1.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra10.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra10.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra11.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra11.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra12.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra12.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra13.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra13.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra14.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra14.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra15.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra15.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra16.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra16.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra17.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra17.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra18.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra18.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra19.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra19.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra2.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra2.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra20.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra20.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra21.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra21.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra22.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra22.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra23.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra23.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra24.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra24.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra25.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra25.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra26.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra26.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra27.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra27.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra28.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra28.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra29.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra29.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra3.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra3.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra30.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra30.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra31.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra31.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra32.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra32.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
train,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\train\002_Ophiophagus_hannah\Kcobra33.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra33.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\val\002_Ophiophagus_hannah\Kcobra34.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra34.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\val\002_Ophiophagus_hannah\Kcobra4.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra4.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
val,002_Ophiophagus_hannah,data\active\Bangladeshi Venomous Snakes Species 3\val\002_Ophiophagus_hannah\Kcobra5.jpg,data\raw\bangladeshi_venomous_snakes\train\king_cobra\Kcobra5.jpg,Ophiophagus hannah,King cobra,Venomous,Bangladesh,Asia,Mendeley Data,10.17632/28r5f3vmrp.2,CC BY 4.0
